genome_id	contig_id	start	end
B243_495K23	B243_495K23_c	1129509	1138297
B243_495K23	B243_495K23_c	1164708	1210065
B243_495K23	B243_495K23_c	1300243	1367996
B243_495L20	B243_495L20_c	322983	347500
B243_495L20	B243_495L20_c	597590	657522
B243_495L20	B243_495L20_c	748560	774356
B243_495L20	B243_495L20_c	860331	879973
B243_495L20	B243_495L20_c	908519	947697
B243_495L20	B243_495L20_c	954202	964921
B243_495L20	B243_495L20_c	1043433	1115707
B243_495L20	B243_495L20_c	1170620	1218264
B243_495L20	B243_495L20_c	1321345	1367462
B243_495N16	B243_495N16_c	596984	621141
B243_495N16	B243_495N16_c	641530	692728
B243_495N16	B243_495N16_c	749474	774088
B243_495N16	B243_495N16_c	861867	881531
B243_495N16	B243_495N16_c	909777	953822
B243_495N16	B243_495N16_c	960030	964923
B243_495N16	B243_495N16_c	1044268	1104924
B243_495N16	B243_495N16_c	1136327	1141414
B243_495N16	B243_495N16_c	1168160	1234590
B243_495N3	B243_495N3_c	377000	392553
B243_495N3	B243_495N3_c	659633	693809
B243_495N3	B243_495N3_c	864443	884297
B243_495N3	B243_495N3_c	957751	1000375
B243_495N3	B243_495N3_c	1150432	1227136
B243_495N3	B243_495N3_c	1260130	1264484
B243_495N3	B243_495N3_c	1333092	1381227
B243_495N4	B243_495N4_c	296394	353509
B243_495N4	B243_495N4_c	657949	949098
B243_495N4	B243_495N4_c	955277	960172
B243_495N4	B243_495N4_c	1033693	1212379
B243_495P20	B243_495P20_c	321420	348769
B243_495P20	B243_495P20_c	597716	610029
B243_495P20	B243_495P20_c	634851	683870
B243_495P20	B243_495P20_c	748537	755722
B243_495P20	B243_495P20_c	759687	774213
B243_495P20	B243_495P20_c	909907	1004265
B243_495P20	B243_495P20_c	1009989	1014889
B243_496A2	B243_496A2_c	322026	354249
B243_496A2	B243_496A2_c	640815	680144
B243_496A2	B243_496A2_c	749478	774292
B243_496A2	B243_496A2_c	862177	881821
B243_496A2	B243_496A2_c	910147	949083
B243_496A2	B243_496A2_c	955263	960163
B243_496A2	B243_496A2_c	1038688	1115013
B243_496A2	B243_496A2_c	1350826	1368059
B243_496E10	B243_496E10_c	324771	327425
B243_496E10	B243_496E10_c	628395	688753
B243_496E10	B243_496E10_c	880113	949464
B243_496E10	B243_496E10_c	955638	960535
B243_496E10	B243_496E10_c	1054431	1202069
B243_496E10	B243_496E10_c	1312138	1369232
B243_496G15	B243_496G15_c	632689	688311
B243_496G15	B243_496G15_c	1512339	1521013
B243_496G15	B243_496G15_c	749577	774151
B243_496G15	B243_496G15_c	861904	881580
B243_496G15	B243_496G15_c	910124	948857
B243_496G15	B243_496G15_c	955381	960280
B243_496G15	B243_496G15_c	1139560	1143542
B243_496G15	B243_496G15_c	1149346	1216636
B243_496G15	B243_496G15_c	1270298	1277479
B243_496G15	B243_496G15_c	1319679	1361931
B243_496M6	B243_496M6_c	36490	66153
B243_496M6	B243_496M6_c	332577	338011
B243_496M6	B243_496M6_c	344826	358806
B243_496M6	B243_496M6_c	661120	734319
B243_496M6	B243_496M6_c	1053115	1218527
B243_496N4	B243_496N4_c	626004	671162
B243_496N4	B243_496N4_c	750702	796231
B243_496N4	B243_496N4_c	847810	867474
B243_496N4	B243_496N4_c	895662	951762
B243_496N4	B243_496N4_c	957969	962867
B243_496N4	B243_496N4_c	1068045	1116192
B243_496N4	B243_496N4_c	1172087	1221799
B243_496N4	B243_496N4_c	1310873	1368060
B243_497E17	B243_497E17_c	610581	1023076
B243_497E17	B243_497E17_c	1171647	1218275
B243_497E17	B243_497E17_c	1308428	1352949
B243_497I20	B243_497I20_c	320814	360719
B243_497I20	B243_497I20_c	749465	774198
B243_497I20	B243_497I20_c	879681	1215608
B243_497I20	B243_497I20_c	1305913	1358040
B243_497J18	B243_497J18_c	323557	365851
B243_497J18	B243_497J18_c	571716	574291
B243_497J18	B243_497J18_c	625662	669122
B243_497J18	B243_497J18_c	730045	754764
B243_497J18	B243_497J18_c	861892	881576
B243_497J18	B243_497J18_c	909900	949203
B243_497J18	B243_497J18_c	955383	960282
B243_497J18	B243_497J18_c	1038812	1110081
B243_497J18	B243_497J18_c	1175983	1221463
B243_497N18	B243_497N18_c	332600	338236
B243_497N18	B243_497N18_c	344860	355170
B243_497N18	B243_497N18_c	606845	616905
B243_497N18	B243_497N18_c	641724	698300
B243_497N18	B243_497N18_c	759389	777785
B243_497N18	B243_497N18_c	1057444	1065757
B243_498A3	B243_498A3_c	324602	370385
B243_498A3	B243_498A3_c	1327353	1368057
B243_498A3	B243_498A3_c	625995	679917
B243_498A3	B243_498A3_c	749465	774079
B243_498A3	B243_498A3_c	861966	881605
B243_498A3	B243_498A3_c	909923	948949
B243_498A3	B243_498A3_c	955150	960049
B243_498A3	B243_498A3_c	1085975	1114797
B243_498A3	B243_498A3_c	1140770	1146000
B243_498A3	B243_498A3_c	1185054	1221880
B243_498B22	B243_498B22_c	322896	347522
B243_498B22	B243_498B22_c	1466545	1470179
B243_498B22	B243_498B22_c	599441	610983
B243_498B22	B243_498B22_c	635803	677187
B243_498B22	B243_498B22_c	740653	765389
B243_498B22	B243_498B22_c	910291	949076
B243_498B22	B243_498B22_c	955251	960150
B243_498B22	B243_498B22_c	1140649	1145723
B243_498B22	B243_498B22_c	1172081	1212305
B243_498B22	B243_498B22_c	1311488	1353743
B243_498B23	B243_498B23_c	659508	675985
B243_498B23	B243_498B23_c	864744	884448
B243_498B23	B243_498B23_c	912743	951873
B243_498B23	B243_498B23_c	958079	962980
B243_498B23	B243_498B23_c	1049163	1089050
B243_498B23	B243_498B23_c	1147115	1245377
B243_498B23	B243_498B23_c	1335887	1363830
B243_498C16	B243_498C16_c	113809	126132
B243_498C16	B243_498C16_c	238285	347427
B243_498C16	B243_498C16_c	626307	687128
B243_498C16	B243_498C16_c	749438	774172
B243_498C16	B243_498C16_c	861937	881618
B243_498C16	B243_498C16_c	910164	949060
B243_498C16	B243_498C16_c	955240	960127
B243_498C16	B243_498C16_c	1081831	1115008
B243_498C16	B243_498C16_c	1312047	1367573
B243_498F21	B243_498F21_c	625494	690453
B243_498F21	B243_498F21_c	749473	756671
B243_498F21	B243_498F21_c	861678	881637
B243_498F21	B243_498F21_c	909968	927199
B243_498F21	B243_498F21_c	950362	960273
B243_498F21	B243_498F21_c	1086147	1114756
B243_498F21	B243_498F21_c	1145167	1221971
B243_498F21	B243_498F21_c	1315083	1351866
B243_498G3	B243_498G3_c	552707	666353
B243_498G3	B243_498G3_c	748912	773640
B243_498G3	B243_498G3_c	861432	881317
B243_498G3	B243_498G3_c	909985	965416
B243_498G3	B243_498G3_c	1039661	1114993
B243_498G3	B243_498G3_c	1312053	1335277
B243_498I20	B243_498I20_c	302114	324702
B243_498I20	B243_498I20_c	1151123	1241375
B243_498I20	B243_498I20_c	1335759	1380568
B243_498I20	B243_498I20_c	1582418	1592143
B243_498I20	B243_498I20_c	574578	592675
B243_498I20	B243_498I20_c	617492	653727
B243_498I20	B243_498I20_c	659853	691828
B243_498I20	B243_498I20_c	754651	779361
B243_498I20	B243_498I20_c	867134	886804
B243_498I20	B243_498I20_c	914928	960363
B243_498I20	B243_498I20_c	967285	971469
B243_498I20	B243_498I20_c	1050748	1091703
B243_498J20	B243_498J20_c	36407	42230
B243_498J20	B243_498J20_c	626004	680096
B243_498J20	B243_498J20_c	749469	844105
B243_498J20	B243_498J20_c	893839	960268
B243_498J20	B243_498J20_c	1136879	1144532
B243_498L10	B243_498L10_c	407809	410143
B243_498L10	B243_498L10_c	1323945	1367546
B243_498L10	B243_498L10_c	625976	680128
B243_498L10	B243_498L10_c	861851	881546
B243_498L10	B243_498L10_c	909804	965877
B243_498L10	B243_498L10_c	972080	976968
B243_498L10	B243_498L10_c	1056235	1102583
B243_498L10	B243_498L10_c	1127155	1131145
B243_498L10	B243_498L10_c	1158963	1223978
B243_498L10	B243_498L10_c	1274976	1281777
B243_498M14	B243_498M14_c	590401	601054
B243_498M14	B243_498M14_c	626120	687042
B243_498M14	B243_498M14_c	749582	774306
B243_498M14	B243_498M14_c	862072	881726
B243_498M14	B243_498M14_c	910274	949135
B243_498M14	B243_498M14_c	955341	960237
B243_498M14	B243_498M14_c	1038943	1057992
B243_498M14	B243_498M14_c	1171982	1221761
B243_498N4	B243_498N4_c	320982	362667
B243_498N4	B243_498N4_c	586979	589554
B243_498N4	B243_498N4_c	641057	691892
B243_498N4	B243_498N4_c	749309	774029
B243_498N4	B243_498N4_c	861893	881580
B243_498N4	B243_498N4_c	909905	949070
B243_498N4	B243_498N4_c	955277	960297
B243_498N4	B243_498N4_c	1027519	1116443
B243_498N4	B243_498N4_c	1174513	1201901
B243_498N8	B243_498N8_c	625778	688476
B243_498N8	B243_498N8_c	749561	774297
B243_498N8	B243_498N8_c	1083819	1115008
B243_498N8	B243_498N8_c	1139567	1216534
B243_498N8	B243_498N8_c	1324694	1355960
B243_498P15	B243_498P15_c	330204	348521
B243_498P15	B243_498P15_c	626254	679615
B243_498P15	B243_498P15_c	740695	765416
B243_498P15	B243_498P15_c	904551	932872
B243_498P15	B243_498P15_c	1039539	1115012
B243_498P15	B243_498P15_c	1139561	1141906
B243_498P15	B243_498P15_c	1168151	1218387
B243_498P15	B243_498P15_c	1309072	1366404
B243_498P3	B243_498P3_c	336295	360584
B243_498P3	B243_498P3_c	625978	679168
B243_498P3	B243_498P3_c	749385	774106
B243_498P3	B243_498P3_c	861858	881575
B243_498P3	B243_498P3_c	909906	948965
B243_498P3	B243_498P3_c	955172	960071
B243_498P3	B243_498P3_c	1069311	1114847
B243_498P3	B243_498P3_c	1170897	1251987
B243_498P3	B243_498P3_c	1320705	1366487
B245a_518A17	B245a_518A17_c	329131	395479
B245a_518A17	B245a_518A17_c	1162645	1218865
B245a_518A17	B245a_518A17_c	1310534	1356948
B245a_518A17	B245a_518A17_c	598110	600685
B245a_518A17	B245a_518A17_c	652057	694770
B245a_518A17	B245a_518A17_c	749348	774248
B245a_518A17	B245a_518A17_c	861893	881699
B245a_518A17	B245a_518A17_c	910025	949253
B245a_518A17	B245a_518A17_c	955397	960289
B245a_518A17	B245a_518A17_c	1038817	1103056
B245a_518A17	B245a_518A17_c	1127595	1138817
B245a_518A6	B245a_518A6_c	324462	369323
B245a_518A6	B245a_518A6_c	625834	688933
B245a_518A6	B245a_518A6_c	754483	772584
B245a_518A6	B245a_518A6_c	882320	901681
B245a_518A6	B245a_518A6_c	930331	969271
B245a_518A6	B245a_518A6_c	975451	980351
B245a_518A6	B245a_518A6_c	1139559	1199835
B245a_518A6	B245a_518A6_c	1312155	1348780
B245a_518E10	B245a_518E10_c	626000	677439
B245a_518E10	B245a_518E10_c	739748	764474
B245a_518E10	B245a_518E10_c	1139578	1144656
B245a_518E10	B245a_518E10_c	1168535	1233367
B245a_518E10	B245a_518E10_c	1346576	1364759
B245a_518E10	B245a_518E10_c	1567122	1570363
B245a_518I6	B245a_518I6_c	332980	355521
B245a_518I6	B245a_518I6_c	864713	884418
B245a_518I6	B245a_518I6_c	912733	951531
B245a_518I6	B245a_518I6_c	958453	962757
B245a_518I6	B245a_518I6_c	1042050	1078915
B245a_518I6	B245a_518I6_c	1197145	1208091
B245a_518I6	B245a_518I6_c	1345551	1378532
B245a_518J7	B245a_518J7_c	325919	347354
B245a_518J7	B245a_518J7_c	625662	668431
B245a_518J7	B245a_518J7_c	731282	773206
B245a_518J7	B245a_518J7_c	910022	982813
B245a_518J7	B245a_518J7_c	1169125	1217476
B245a_518J7	B245a_518J7_c	1344236	1367987
B245a_518K17	B245a_518K17_c	6	637
B245a_518K17	B245a_518K17_c	323094	328525
B245a_518K17	B245a_518K17_c	1325607	1367823
B245a_518K17	B245a_518K17_c	333501	359108
B245a_518K17	B245a_518K17_c	608564	613585
B245a_518K17	B245a_518K17_c	638402	690423
B245a_518K17	B245a_518K17_c	861874	881576
B245a_518K17	B245a_518K17_c	911836	966565
B245a_518K17	B245a_518K17_c	972777	977671
B245a_518K17	B245a_518K17_c	1056172	1136476
B245a_518K17	B245a_518K17_c	1191738	1248430
B245a_518O7	B245a_518O7_c	35620	42120
B245a_518O7	B245a_518O7_c	1580233	1583793
B245a_518O7	B245a_518O7_c	130451	144383
B245a_518O7	B245a_518O7_c	342656	375077
B245a_518O7	B245a_518O7_c	624711	689387
B245a_518O7	B245a_518O7_c	861976	881627
B245a_518O7	B245a_518O7_c	908988	952031
B245a_518O7	B245a_518O7_c	958238	963136
B245a_518O7	B245a_518O7_c	1052976	1117317
B245a_518O7	B245a_518O7_c	1171608	1256861
B245a_519A13	B245a_519A13_c	59667	69479
B245a_519A13	B245a_519A13_c	277122	348957
B245a_519A13	B245a_519A13_c	645054	686880
B245a_519A13	B245a_519A13_c	749178	777034
B245a_519A13	B245a_519A13_c	862065	881732
B245a_519A13	B245a_519A13_c	908750	942403
B245a_519A13	B245a_519A13_c	1039610	1114278
B245a_519A13	B245a_519A13_c	1138939	1143373
B245a_519A13	B245a_519A13_c	1169815	1349378
B245a_519B7	B245a_519B7_c	369141	380580
B245a_519B7	B245a_519B7_c	1059211	1087793
B245a_519B7	B245a_519B7_c	1112342	1120274
B245a_519C7	B245a_519C7_c	626233	688250
B245a_519C7	B245a_519C7_c	749332	774055
B245a_519C7	B245a_519C7_c	1137353	1142558
B245a_519C7	B245a_519C7_c	1176826	1199803
B245a_519C7	B245a_519C7_c	1311990	1372842
B245a_519D13	B245a_519D13_c	636948	688381
B245a_519D13	B245a_519D13_c	750690	757878
B245a_519D13	B245a_519D13_c	860656	873534
B245a_519D13	B245a_519D13_c	897218	949533
B245a_519D13	B245a_519D13_c	955708	960601
B245a_519D13	B245a_519D13_c	1039593	1111875
B245a_519D13	B245a_519D13_c	1170185	1221873
B245a_519D13	B245a_519D13_c	1311893	1334321
B245a_519E23	B245a_519E23_c	636956	688401
B245a_519E23	B245a_519E23_c	749486	774214
B245a_519E23	B245a_519E23_c	862015	881615
B245a_519E23	B245a_519E23_c	917146	960274
B245a_519E23	B245a_519E23_c	1189563	1329649
B245a_519G16	B245a_519G16_c	324072	373977
B245a_519G16	B245a_519G16_c	682198	695283
B245a_519G16	B245a_519G16_c	861914	943085
B245a_519G16	B245a_519G16_c	949590	960303
B245a_519G16	B245a_519G16_c	1038833	1101188
B245a_519G16	B245a_519G16_c	1125735	1130130
B245a_519G16	B245a_519G16_c	1156247	1221909
B245a_519G16	B245a_519G16_c	1321664	1368009
B245a_519G16	B245a_519G16_c	1643153	1646796
B245a_519L21	B245a_519L21_c	35744	42668
B245a_519L21	B245a_519L21_c	1565612	1570466
B245a_519L21	B245a_519L21_c	612574	621726
B245a_519L21	B245a_519L21_c	646544	689150
B245a_519L21	B245a_519L21_c	751457	776181
B245a_519L21	B245a_519L21_c	861931	872172
B245a_519L21	B245a_519L21_c	899648	952993
B245a_519L21	B245a_519L21_c	959199	964094
B245a_519L21	B245a_519L21_c	1082938	1114330
B245a_519L21	B245a_519L21_c	1168611	1221041
B245a_519O11	B245a_519O11_c	599061	609950
B245a_519O11	B245a_519O11_c	634889	686088
B245a_519O11	B245a_519O11_c	748399	773124
B245a_519O11	B245a_519O11_c	860862	880686
B245a_519O11	B245a_519O11_c	909113	974101
B245a_519O11	B245a_519O11_c	1043543	1123023
B245a_519O11	B245a_519O11_c	1139193	1144286
B245a_519O11	B245a_519O11_c	1170891	1216420
B245a_519O21	B245a_519O21_c	313857	349070
B245a_519O21	B245a_519O21_c	660220	687266
B245a_519O21	B245a_519O21_c	862192	881842
B245a_519O21	B245a_519O21_c	910154	949227
B245a_519O21	B245a_519O21_c	1017178	1165004
B245a_520B18	B245a_520B18_c	331746	353718
B245a_520B18	B245a_520B18_c	623496	687868
B245a_520B18	B245a_520B18_c	749471	774010
B245a_520B18	B245a_520B18_c	868360	878287
B245a_520B18	B245a_520B18_c	906475	974677
B245a_520B18	B245a_520B18_c	981184	991572
B245a_520B18	B245a_520B18_c	1076629	1093561
B245a_520D2	B245a_520D2_c	670592	949235
B245a_520D2	B245a_520D2_c	955439	960339
B245a_520D2	B245a_520D2_c	1172308	1221955
B245a_520D2	B245a_520D2_c	1312069	1367879
B245a_520E22	B245a_520E22_c	313724	350669
B245a_520E22	B245a_520E22_c	636979	774455
B245a_520E22	B245a_520E22_c	861939	881839
B245a_520E22	B245a_520E22_c	910876	949157
B245a_520E22	B245a_520E22_c	955331	960229
B245a_520E22	B245a_520E22_c	1141012	1145826
B245a_520E22	B245a_520E22_c	1172072	1221663
B245a_520F22	B245a_520F22_c	309265	349391
B245a_520F22	B245a_520F22_c	1352514	1359744
B245a_520F22	B245a_520F22_c	571698	601155
B245a_520F22	B245a_520F22_c	625975	643121
B245a_520F22	B245a_520F22_c	749018	772675
B245a_520F22	B245a_520F22_c	861752	878218
B245a_520F22	B245a_520F22_c	943856	949225
B245a_520F22	B245a_520F22_c	955380	960275
B245a_520F22	B245a_520F22_c	1138802	1145147
B245a_520F22	B245a_520F22_c	1177235	1250882
B245a_520K10	B245a_520K10_c	333431	356187
B245a_520K10	B245a_520K10_c	730193	775466
B245a_520K10	B245a_520K10_c	863366	883729
B245a_520K10	B245a_520K10_c	912265	961515
B245a_520K10	B245a_520K10_c	1040037	1107030
B245a_520K10	B245a_520K10_c	1133100	1146633
B245a_520K10	B245a_520K10_c	1175251	1218766
B245a_520K10	B245a_520K10_c	1309134	1354737
B245a_521A19	B245a_521A19_c	335630	347639
B245a_521A19	B245a_521A19_c	626218	688396
B245a_521A19	B245a_521A19_c	750707	774183
B245a_521A19	B245a_521A19_c	861974	881638
B245a_521A19	B245a_521A19_c	915494	960268
B245a_521A19	B245a_521A19_c	1100612	1104027
B245a_521A19	B245a_521A19_c	1128760	1221722
B245a_521A19	B245a_521A19_c	1352943	1367647
B245a_521B10	B245a_521B10_c	323030	335888
B245a_521B10	B245a_521B10_c	1160825	1217446
B245a_521B10	B245a_521B10_c	1307503	1350885
B245a_521B10	B245a_521B10_c	599118	623275
B245a_521B10	B245a_521B10_c	637102	688299
B245a_521B10	B245a_521B10_c	750608	793444
B245a_521B10	B245a_521B10_c	860005	879908
B245a_521B10	B245a_521B10_c	907561	966372
B245a_521B10	B245a_521B10_c	972580	977473
B245a_521B10	B245a_521B10_c	1056139	1075295
B245a_521B10	B245a_521B10_c	1127773	1134560
B245a_521C8	B245a_521C8_c	639543	683050
B245a_521C8	B245a_521C8_c	749557	774276
B245a_521C8	B245a_521C8_c	1173220	1217811
B245a_521C8	B245a_521C8_c	1308805	1357543
B245a_521K15	B245a_521K15_c	325026	347606
B245a_521K15	B245a_521K15_c	635686	687146
B245a_521K15	B245a_521K15_c	749455	774180
B245a_521K15	B245a_521K15_c	861937	881656
B245a_521K15	B245a_521K15_c	909988	947790
B245a_521K15	B245a_521K15_c	1071933	1118569
B245a_521K15	B245a_521K15_c	1187431	1216484
B245a_521K15	B245a_521K15_c	1290052	1358613
B245a_521K15	B245a_521K15_c	1570161	1574917
B245a_521M10	B245a_521M10_c	325882	353708
B245a_521M10	B245a_521M10_c	625890	688283
B245a_521M10	B245a_521M10_c	750698	757886
B245a_521M10	B245a_521M10_c	875536	895224
B245a_521M10	B245a_521M10_c	923793	986679
B245a_521M10	B245a_521M10_c	1039684	1115009
B245a_521M10	B245a_521M10_c	1140490	1150302
B245a_521M10	B245a_521M10_c	1195037	1343163
B245a_521N5	B245a_521N5_c	734753	949195
B245a_521N5	B245a_521N5_c	955395	960290
B245a_521N5	B245a_521N5_c	1039576	1114262
B245a_521O20	B245a_521O20_c	313909	350173
B245a_521O20	B245a_521O20_c	1310543	1367656
B245a_521O20	B245a_521O20_c	579818	603975
B245a_521O20	B245a_521O20_c	628794	679994
B245a_521O20	B245a_521O20_c	742303	767026
B245a_521O20	B245a_521O20_c	854128	873847
B245a_521O20	B245a_521O20_c	902035	960262
B245a_521O20	B245a_521O20_c	1038823	1114305
B245a_521O20	B245a_521O20_c	1138853	1145177
B245a_521O20	B245a_521O20_c	1171453	1212212
B245a_521O23	B245a_521O23_c	625993	688422
B245a_521O23	B245a_521O23_c	752080	964875
B245a_521O23	B245a_521O23_c	1356391	1367825
GP2	GP2_c	331012	336447
GP2	GP2_c	1130517	1141648
GP2	GP2_c	1170544	1229603
GP2	GP2_c	1322689	1363269
GP2	GP2_c	343281	352988
GP2	GP2_c	608338	632869
GP2	GP2_c	658857	688927
GP2	GP2_c	751085	775463
GP2	GP2_c	863220	882371
GP2	GP2_c	910672	951256
GP2	GP2_c	957467	962362
GP2	GP2_c	1040889	1105744
HNLC1	HNLC1_1	421923	435948
HNLC1	HNLC1_1	544152	546249
HNLC1	HNLC1_1	600780	660852
HNLC1	HNLC1_1	676845	685009
HNLC1	HNLC1_1	881948	940775
HNLC1	HNLC1_1	1024000	1072628
HNLC1	HNLC1_1	1097366	1110936
HNLC1	HNLC1_1	1119706	1140997
HNLC1	HNLC1_1	1234382	1265333
HNLC1	HNLC1_1	133803	151789
HNLC2	HNLC2_1	200947	212020
HNLC2	HNLC2_1	77792	86640
HNLC2	HNLC2_1	216693	227252
HNLC2	HNLC2_1	336685	341750
HNLC2	HNLC2_1	512554	523226
HNLC2	HNLC2_1	536547	551893
HNLC2	HNLC2_1	645343	663227
HNLC2	HNLC2_1	750192	810891
HNLC2	HNLC2_1	864308	907333
HNLC2	HNLC2_1	66508	69789
HOT_208_60m	HOT_208_60m_c	36736	66606
HOT_208_60m	HOT_208_60m_c	126507	130026
HOT_208_60m	HOT_208_60m_c	329847	357699
HOT_208_60m	HOT_208_60m_c	1076853	1136999
HOT_208_60m	HOT_208_60m_c	1161326	1196682
HOT_208_60m	HOT_208_60m_c	1309028	1343723
HOT208_60m_805A16	HOT208_60m_805A16_c	342315	348829
HOT208_60m_805A16	HOT208_60m_805A16_c	606848	633343
HOT208_60m_805A16	HOT208_60m_805A16_c	658160	689797
HOT208_60m_805A16	HOT208_60m_805A16_c	750857	775463
HOT208_60m_805A16	HOT208_60m_805A16_c	864126	1016450
HOT208_60m_805A16	HOT208_60m_805A16_c	1042264	1110723
HOT208_60m_805A16	HOT208_60m_805A16_c	1204421	1266373
HOT208_60m_808A10	HOT208_60m_808A10_c	340020	355999
HOT208_60m_808A10	HOT208_60m_808A10_c	1308958	1350109
HOT208_60m_808A10	HOT208_60m_808A10_c	579489	582778
HOT208_60m_808A10	HOT208_60m_808A10_c	620826	625201
HOT208_60m_808A10	HOT208_60m_808A10_c	653750	689801
HOT208_60m_808A10	HOT208_60m_808A10_c	750707	775433
HOT208_60m_808A10	HOT208_60m_808A10_c	864312	887005
HOT208_60m_808A10	HOT208_60m_808A10_c	911086	950218
HOT208_60m_808A10	HOT208_60m_808A10_c	996066	1099810
HOT208_60m_808A10	HOT208_60m_808A10_c	1207831	1214514
HOT208_60m_808G21	HOT208_60m_808G21_c	325896	331606
HOT208_60m_808G21	HOT208_60m_808G21_c	336272	408497
HOT208_60m_808G21	HOT208_60m_808G21_c	627685	672406
HOT208_60m_808G21	HOT208_60m_808G21_c	749473	774111
HOT208_60m_808G21	HOT208_60m_808G21_c	909905	926928
HOT208_60m_808G21	HOT208_60m_808G21_c	931166	949103
HOT208_60m_808G21	HOT208_60m_808G21_c	1038792	1101639
HOT208_60m_808G21	HOT208_60m_808G21_c	1158438	1222057
HOT208_60m_808M21	HOT208_60m_808M21_c	54190	58953
HOT208_60m_808M21	HOT208_60m_808M21_c	1135769	1151056
HOT208_60m_808M21	HOT208_60m_808M21_c	1170013	1231544
HOT208_60m_808M21	HOT208_60m_808M21_c	1312116	1382044
HOT208_60m_808M21	HOT208_60m_808M21_c	326625	353716
HOT208_60m_808M21	HOT208_60m_808M21_c	571735	575343
HOT208_60m_808M21	HOT208_60m_808M21_c	599087	605786
HOT208_60m_808M21	HOT208_60m_808M21_c	626005	688344
HOT208_60m_808M21	HOT208_60m_808M21_c	861939	881579
HOT208_60m_808M21	HOT208_60m_808M21_c	909835	949173
HOT208_60m_808M21	HOT208_60m_808M21_c	955388	960286
HOT208_60m_808M21	HOT208_60m_808M21_c	1039516	1115350
HOT208_60m_810B23	HOT208_60m_810B23_c	323270	376176
HOT208_60m_810B23	HOT208_60m_810B23_c	1316337	1365355
HOT208_60m_810B23	HOT208_60m_810B23_c	627521	691401
HOT208_60m_810B23	HOT208_60m_810B23_c	749355	774088
HOT208_60m_810B23	HOT208_60m_810B23_c	861850	881549
HOT208_60m_810B23	HOT208_60m_810B23_c	909844	949167
HOT208_60m_810B23	HOT208_60m_810B23_c	955374	960271
HOT208_60m_810B23	HOT208_60m_810B23_c	1039591	1096008
HOT208_60m_810B23	HOT208_60m_810B23_c	1121829	1147371
HOT208_60m_810B23	HOT208_60m_810B23_c	1168385	1243798
HOT208_60m_810P02	HOT208_60m_810P02_c	333113	368562
HOT208_60m_810P02	HOT208_60m_810P02_c	658131	690178
HOT208_60m_810P02	HOT208_60m_810P02_c	752262	776880
HOT208_60m_810P02	HOT208_60m_810P02_c	912792	957122
HOT208_60m_810P02	HOT208_60m_810P02_c	963337	968234
HOT208_60m_810P02	HOT208_60m_810P02_c	1140654	1244500
HOT208_60m_810P02	HOT208_60m_810P02_c	1345538	1375748
HOT208_60m_813B04	HOT208_60m_813B04_c	320963	355116
HOT208_60m_813B04	HOT208_60m_813B04_c	649397	689794
HOT208_60m_813B04	HOT208_60m_813B04_c	750719	775444
HOT208_60m_813B04	HOT208_60m_813B04_c	863179	882863
HOT208_60m_813B04	HOT208_60m_813B04_c	911190	954298
HOT208_60m_813B04	HOT208_60m_813B04_c	1036516	1106677
HOT208_60m_813B04	HOT208_60m_813B04_c	1132261	1223242
HOT208_60m_813B04	HOT208_60m_813B04_c	1308068	1351875
HOT208_60m_813E23	HOT208_60m_813E23_c	867421	962094
HOT208_60m_813E23	HOT208_60m_813E23_c	1089408	1163685
HOT208_60m_813G15	HOT208_60m_813G15_c	322070	355060
HOT208_60m_813G15	HOT208_60m_813G15_c	655897	689549
HOT208_60m_813G15	HOT208_60m_813G15_c	865198	950540
HOT208_60m_813G15	HOT208_60m_813G15_c	1082143	1103563
HOT208_60m_813G15	HOT208_60m_813G15_c	1160511	1242861
HOT208_60m_813G15	HOT208_60m_813G15_c	1303931	1357186
HOT208_60m_813I02	HOT208_60m_813I02_c	106466	132169
HOT208_60m_813I02	HOT208_60m_813I02_c	1312665	1368131
HOT208_60m_813I02	HOT208_60m_813I02_c	324365	352205
HOT208_60m_813I02	HOT208_60m_813I02_c	615811	688531
HOT208_60m_813I02	HOT208_60m_813I02_c	750282	774326
HOT208_60m_813I02	HOT208_60m_813I02_c	861836	881491
HOT208_60m_813I02	HOT208_60m_813I02_c	909917	946105
HOT208_60m_813I02	HOT208_60m_813I02_c	1038797	1119822
HOT208_60m_813I02	HOT208_60m_813I02_c	1144867	1155022
HOT208_60m_813I02	HOT208_60m_813I02_c	1187973	1224353
HOT208_60m_813L03	HOT208_60m_813L03_c	155819	159851
HOT208_60m_813L03	HOT208_60m_813L03_c	321480	354789
HOT208_60m_813L03	HOT208_60m_813L03_c	616575	689529
HOT208_60m_813L03	HOT208_60m_813L03_c	864335	885493
HOT208_60m_813L03	HOT208_60m_813L03_c	914272	959156
HOT208_60m_813L03	HOT208_60m_813L03_c	965661	976372
HOT208_60m_813L03	HOT208_60m_813L03_c	1078101	1127014
HOT208_60m_813L03	HOT208_60m_813L03_c	1151695	1217654
HOT208_60m_813O04	HOT208_60m_813O04_c	344980	384633
HOT208_60m_813O04	HOT208_60m_813O04_c	616533	685393
HOT208_60m_813O04	HOT208_60m_813O04_c	909608	961625
HOT208_60m_813O04	HOT208_60m_813O04_c	1042559	1104460
HOT208_60m_813O04	HOT208_60m_813O04_c	1172162	1206402
HOT208_60m_813O14	HOT208_60m_813O14_c	34614	48605
