contig_id	start	end	element_id	score	strand	upstreamType	downstreamType	int_profile_id	profile_ids	secondary	complex	set
AG-355-N18_c	312225	331256	eAG-355-N18_00553	13	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-partial	YR_IRVE-T1	xis_IRVE-1,YR_IRVE-T1	FALSE	FALSE	Tycheposon
AG-355-N18_c	932791	947582	eAG-355-N18_00330	13	+	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
AG-355-P11_c	908817	925433	eAG-355-P11_00333	13	+	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
AG-363-A15_c	1281574	1298946	eAG-363-A15_00740	13	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	terS_IRVE,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-363-K07_c	1225571	1247829	eAG-363-K07_01555	13	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P,hel_IRVE-VirE	FALSE	FALSE	Tycheposon
AG-363-M17_c	1247535	1262660	eAG-363-M17_00259	13	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P,terS_IRVE	FALSE	FALSE	Tycheposon
AG-363-M21_c	844013	850601	eAG-363-M21_00679	13	+	tRNA-Met(cat)-full	None	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1,xis_IRVE-1	FALSE	FALSE	Tycheposon
AG-388-I18_c	1570183	1576917	eAG-388-I18_00712	13	+	tRNA-Gly(gcc)-partial	tRNA-Gly(gcc)-full	YR_IRVE-A	YR_IRVE-A,hel_IRVE-D5	FALSE	FALSE	Tycheposon
AG-388-J02_c	609818	632336	eAG-388-J02_00070	13	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S,lig_IRVE-NAD,lig_IRVE-NAD	FALSE	TRUE	Tycheposon
AG-402-B19_c	1216328	1225327	eAG-402-B19_00660	13	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P,reg_IRVE	FALSE	FALSE	Tycheposon
AG-402-F05_c	899014	908192	eAG-402-F05_01383	13	+	tRNA-Met(cat)-full	tRNA-Pro(tgg)-partial	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
AG-402-I05_c	1815117	1829022	eAG-402-I05_01930	13	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	reg_IRVE,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-402-K04_c	1152017	1159751	eAG-402-K04_00374	13	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P,reg_IRVE	FALSE	FALSE	Tycheposon
AG-402-L23_c	896743	906069	eAG-402-L23_01613	13	+	tRNA-Met(cat)-full	tRNA-Pro(tgg)-partial	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
AG-402-O21_c	1099600	1123506	eAG-402-O21_01123	13	+	tRNA-Pro(tgg)-partial	tRNA-Gly(ccc)-full	YR_IRVE-P	lig_IRVE-NAD,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-409-F19_c	555801	563623	eAG-409-F19_00011	13	-	tRNA-Pro(tgg)-full	tRNA-Lys(ttt)-full	YR_IRVE-P	xis_IRVE-1,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-412-I05_c	336615	344755	eAG-412-I05_01153	13	+	tRNA-Ser(cga)-full	None	YR_IRVE-2	YR_IRVE-2,xis_IRVE-2,YR_IRVE-2	FALSE	FALSE	cryptic
AG-418-D13_c	882265	892104	eAG-418-D13_01756	13	+	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
AG-436-M02_c	571612	575725	eAG-436-M02_00688	13	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	reg_IRVE,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-670-L08_c	602650	627090	eAG-670-L08_01293	13	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S,lig_IRVE-NAD,lig_IRVE-NAD	FALSE	TRUE	Tycheposon
AG-686-J21_c	1201077	1213539	eAG-686-J21_00373	13	-	tRNA-Ala(ggc)-full	tRNA-Pro(tgg)-partial	YR_IRVE-A	xis_IRVE-1,YR_IRVE-A	FALSE	FALSE	Tycheposon
AS9601_1	356526	380898	eAS9601_00431	13	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	xis_IRVE-1,YR_IRVE-T2	FALSE	TRUE	cryptic
B241_526B22_c	954502	962180	eB241_526B22_00422	13	+	tRNA-Met(cat)-full	None	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1,xis_IRVE-1	FALSE	TRUE	Tycheposon
B241_526D20_c	909508	921112	eB241_526D20_00846	13	+	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
B241_527G5_c	888095	909981	eB241_527G5_00599	13	+	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
B241_527N11_c	909579	929323	eB241_527N11_00752	13	+	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
B241_527P5_c	908935	928953	eB241_527P5_00868	13	+	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
B241_528J8_c	337042	359820	eB241_528J8_00391	13	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-partial	YR_IRVE-T1	xis_IRVE-1,YR_IRVE-T1	FALSE	FALSE	Tycheposon
B241_528K19_c	897241	911660	eB241_528K19_00838	13	+	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
B241_528N8_c	884739	904518	eB241_528N8_00809	13	-	tRNA-Met(cat)-full	tRNA-Ile(gat)-partial	YR_IRVE-M	xis_IRVE-1,YR_IRVE-M	FALSE	FALSE	Tycheposon
B241_529C4_c	909568	930210	eB241_529C4_00938	13	+	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
B243_495N4_c	1033533	1038263	eB243_495N4_00715	13	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P,lig_IRVE-NAD	FALSE	FALSE	Tycheposon
B243_496N4_c	895355	912376	eB243_496N4_00762	13	+	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
B243_498L10_c	909497	926369	eB243_498L10_00668	13	+	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
B243_498P15_c	904244	926321	eB243_498P15_00943	13	+	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
B245a_519D13_c	896911	909422	eB245a_519D13_00742	13	+	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
B245a_519L21_c	1566087	1570606	eB245a_519L21_01377	13	-	tRNA-Gly(gcc)-full	tRNA-Gly(gcc)-partial	YR_IRVE-T1	xis_IRVE-1,YR_IRVE-T1	FALSE	FALSE	Tycheposon
B245a_519O11_c	908806	928651	eB245a_519O11_00825	13	+	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
B245a_520B18_c	906168	914037	eB245a_520B18_00405	13	+	tRNA-Met(cat)-full	None	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1,xis_IRVE-1	FALSE	TRUE	Tycheposon
B245a_521B10_c	907254	926636	eB245a_521B10_00951	13	+	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
B245a_521N5_c	739694	755244	eB245a_521N5_00289	13	-	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	xis_IRVE-1,YR_IRVE-M	FALSE	FALSE	Tycheposon
B245a_521O20_c	901728	909642	eB245a_521O20_00947	13	+	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
MIT0603_c	566412	589383	eMIT0603_00612	13	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	xis_IRVE-1,YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT0919_1	585642	593909	eMIT0919_00659	13	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P,reg_IRVE	FALSE	FALSE	Tycheposon
MIT1306_c	555237	568750	eMIT1306_01631	13	-	tRNA-Arg(tct)-full	tRNA-Arg(tct)-partial	YR_IRVE-R	hel_IRVE-DnaB,YR_IRVE-R	FALSE	FALSE	Tycheposon
PAC1_c	1147322	1150932	ePAC1_01367	13	+	tRNA-Pro(tgg)-full	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P,terS_IRVE	FALSE	FALSE	Tycheposon
W04_c	365963	370304	eW04_00154	13	-	tRNA-Gly(gcc)-full	tRNA-Pro(tgg)-partial	YR_IRVE-T1	xis_IRVE-1,YR_IRVE-T1	FALSE	FALSE	Tycheposon
AG-321-E21_c	1006098	1013087	eAG-321-E21_00607	12	+	None	None	LSR_IRVE	LSR_IRVE,lig_IRVE-NAD,rep_IRVE-Mu_Gam,end_IRVE-TraY	FALSE	FALSE	Tycheposon
AG-402-I22_c	509284	520513	eAG-402-I22_00641	12	+	None	None	LSR_IRVE	LSR_IRVE,hel_IRVE-VirE,pri_IRVE-Prim-Pol,end_IRVE-TraY	FALSE	FALSE	Tycheposon
AG-409-N21_31	0	4907	eAG-409-N21_01390	12	-	None	None	YR_IRVE-A	hel_IRVE-DnaB,pri_IRVE-Prim-Pol,xis_IRVE-1,YR_IRVE-A	FALSE	FALSE	Tycheposon
AG-673-K22_c	445532	459793	eAG-673-K22_00766	12	-	None	None	LSR_IRVE	end_IRVE-TraY,hel_IRVE-VirE,lig_IRVE-NAD,LSR_IRVE	FALSE	FALSE	Tycheposon
AG-679-P16_c	685628	698065	eAG-679-P16_00381	12	+	None	None	YR_IRVE-P	YR_IRVE-P,reg_IRVE,hel_IRVE-DnaB,xis_IRVE-1	FALSE	FALSE	Tycheposon
B245a_519E23_c	1056303	1062050	eB245a_519E23_01211	12	-	None	None	YR_IRVE-P	hel_IRVE-DnaB,MCP_IRVE-HK97,reg_IRVE,YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT1318_c	1077328	1092912	eMIT1318_00008	12	-	None	None	YR_IRVE-P	xis_IRVE-1,top_IRVE-Topoiso,hel_IRVE-DnaB,YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT1323_c	989034	997384	eMIT1323_01966	12	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P,YR_IRVE-P	FALSE	TRUE	Tycheposon
MIT1418_c	1067786	1073588	eMIT1418_01057	12	-	None	None	YR_IRVE-P	xis_IRVE-1,top_IRVE-Topoiso,hel_IRVE-DnaB,YR_IRVE-P	FALSE	FALSE	Tycheposon
W11_c	254451	277361	eW11_00066	12	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2,SSR_IRVE-1,hel_PF-Rad51	FALSE	TRUE	cryptic
AG-402-B05_c	805304	825987	eAG-402-B05_01487	11.6	-	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	LSR_IRVE,LSR_IRVE,LSR_IRVE,YR_IRVE-M	FALSE	TRUE	Tycheposon
AG-402-I05_c	1366789	1371819	eAG-402-I05_01379	11.4	+	tRNA-Ala(ggc)-partial	tRNA-Ala(ggc)-full	YR_IRVE-A	YR_IRVE-A,YR_IRVE-A,xis_IRVE-1	FALSE	FALSE	Tycheposon
AG-436-K22_c	553770	577310	eAG-436-K22_00159	11.4	-	tRNA-Pro(tgg)-full	tRNA-Lys(ttt)-full	YR_IRVE-P	xis_IRVE-1,YR_IRVE-P,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-432-B15_c	975051	981557	eAG-432-B15_00923	11.2	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	lig_IRVE-NAD,YR_IRVE-P,YR_IRVE-P	FALSE	FALSE	Tycheposon
W02_c	245627	253943	eW02_01381	11.2	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2,YR_IRVE-2,YR_IRVE-2,SSR_IRVE-1	FALSE	FALSE	cryptic
150SLHB_c	1018414	1044401	e150SLHB_01026	11	-	None	None	YR_IRVE-4	xis_IRVE-1,hel_IRVE-DnaB,YR_IRVE-P,YR_IRVE-4	FALSE	TRUE	cryptic
AG-311-J05_c	602083	608545	eAG-311-J05_00253	11	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	lig_IRVE-NAD,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-315-M16_c	1152432	1158847	eAG-315-M16_00488	11	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P,xis_IRVE-1	FALSE	FALSE	Tycheposon
AG-315-N18_c	1150535	1157035	eAG-315-N18_00732	11	+	tRNA-Ala(ggc)-full	None	YR_IRVE-A	YR_IRVE-A,xis_IRVE-1	FALSE	FALSE	Tycheposon
AG-321-M21_c	430787	437242	eAG-321-M21_00701	11	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	lig_IRVE-NAD,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-321-M21_c	774286	780952	eAG-321-M21_00308	11	-	tRNA-Met(cat)-full	None	YR_IRVE-M	xis_IRVE-1,YR_IRVE-M	FALSE	FALSE	Tycheposon
AG-335-I21_c	1081234	1099707	eAG-335-I21_00757	11	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S,hel_IRVE-DnaB	FALSE	FALSE	Tycheposon
AG-355-B18_c	909779	916363	eAG-355-B18_00348	11	+	tRNA-Met(cat)-full	None	YR_IRVE-M	YR_IRVE-M,reg_IRVE	FALSE	FALSE	Tycheposon
AG-355-G23_c	600001	606340	eAG-355-G23_01370	11	+	tRNA-Ser(tga)-partial	None	YR_IRVE-S	YR_IRVE-S,hel_IRVE-DnaB	FALSE	FALSE	Tycheposon
AG-363-B04_c	2261071	2271555	eAG-363-B04_00069	11	-	None	None	YR_IRVE-4	SSR_IRVE-1,YR_IRVE-4,YR_IRVE-3,YR_IRVE-4	FALSE	TRUE	cryptic
AG-363-J23_c	863820	870809	eAG-363-J23_00651	11	-	tRNA-Ser(tga)-full	None	YR_IRVE-S	xis_IRVE-1,YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-363-M17_c	1372782	1379621	eAG-363-M17_01020	11	-	tRNA-Ser(cga)-full	None	YR_IRVE-2	YR_IRVE-2,xis_IRVE-2	FALSE	FALSE	cryptic
AG-363-M20_c	416804	423283	eAG-363-M20_00743	11	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2,YR_IRVE-2,SSR_IRVE-1	FALSE	FALSE	cryptic
AG-363-P19_c	1418747	1444171	eAG-363-P19_00190	11	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	hel_IRVE-DnaB,YR_IRVE-T2	FALSE	TRUE	cryptic
AG-402-B05_c	1157183	1163618	eAG-402-B05_01999	11	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	lig_IRVE-NAD,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-402-K22_13	0	2544	eAG-402-K22_01144	11	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	lig_IRVE-NAD,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-409-B13_c	1993616	2012722	eAG-409-B13_00265	11	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2,SSR_IRVE-1,YR_IRVE-T2	FALSE	TRUE	cryptic
AG-409-L21_c	356758	374886	eAG-409-L21_00315	11	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2,SSR_IRVE-1,YR_IRVE-T2	FALSE	TRUE	cryptic
AG-409-P01_c	1549791	1556187	eAG-409-P01_00017	11	+	tmRNA-partial	None	YR_IRVE-tm	YR_IRVE-tm,reg_IRVE	FALSE	FALSE	Tycheposon
AG-412-F02_c	370043	376612	eAG-412-F02_00006	11	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T1	hel_IRVE-D5,YR_IRVE-T1	FALSE	FALSE	Tycheposon
AG-412-F02_c	646178	652607	eAG-412-F02_01002	11	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S,reg_IRVE	FALSE	FALSE	Tycheposon
AG-424-M03_18	1364	14917	eAG-424-M03_00756	11	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P,reg_IRVE	FALSE	FALSE	Tycheposon
AG-424-M03_59	1364	4063	eAG-424-M03_01210	11	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P,lig_IRVE-NAD	FALSE	FALSE	Tycheposon
AG-469-F22_c	125812	132455	eAG-469-F22_00323	11	-	None	None	YR_IRVE-2	xis_IRVE-2,SSR_IRVE-1,YR_IRVE-2,xis_IRVE-2	FALSE	FALSE	cryptic
AG-670-O07_c	624422	630883	eAG-670-O07_01370	11	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S,lig_IRVE-NAD	FALSE	FALSE	Tycheposon
AG-679-I23_c	1152048	1162584	eAG-679-I23_00861	11	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P,reg_IRVE	FALSE	FALSE	Tycheposon
AG-686-M10_c	766010	772678	eAG-686-M10_01111	11	-	tRNA-Met(cat)-full	None	YR_IRVE-M	xis_IRVE-1,YR_IRVE-M	FALSE	FALSE	Tycheposon
B243_498J20_c	893532	900188	eB243_498J20_00493	11	+	tRNA-Met(cat)-full	None	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
B243_498L10_c	1059273	1065729	eB243_498L10_01439	11	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P,lig_IRVE-NAD	FALSE	FALSE	Tycheposon
B245a_519L21_c	899341	905997	eB245a_519L21_00828	11	+	tRNA-Met(cat)-full	None	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
B245a_520D2_c	828335	834991	eB245a_520D2_00304	11	+	tRNA-Met(cat)-full	None	YR_IRVE-M	YR_IRVE-M,xis_IRVE-1	FALSE	FALSE	Tycheposon
B245a_521M10_c	1084564	1091000	eB245a_521M10_01215	11	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	lig_IRVE-NAD,YR_IRVE-P	FALSE	FALSE	Tycheposon
HOT208_60m_813O04_c	1068722	1075185	eHOT208_60m_813O04_00687	11	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	lig_IRVE-NAD,YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT1227_c	988652	1013799	eMIT1227_02072	11	-	None	None	YR_IRVE-P	top_IRVE-Topoiso,hel_IRVE-DnaB,YR_IRVE-P,YR_IRVE-P	FALSE	TRUE	Tycheposon
MIT1307_1	741078	749956	eMIT1307_01794	11	+	tRNA-Ser(tga)-partial	None	YR_IRVE-S	YR_IRVE-S,terS_IRVE	FALSE	FALSE	Tycheposon
MIT1312_c	1020833	1036150	eMIT1312_00086	11	-	None	None	YR_IRVE-P	YR_IRVE-P,xis_IRVE-1,top_IRVE-Topoiso,YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT1320_c	364252	374877	eMIT1320_00635	11	+	tRNA-Ser(cga)-full	None	YR_IRVE-2	YR_IRVE-2,xis_IRVE-2	FALSE	FALSE	cryptic
AG-469-F22_c	383622	388826	eAG-469-F22_00848	10.4	-	None	None	YR_IRVE-T1	hel_IRVE-VirE,top_IRVE-Topoiso,xis_IRVE-1,YR_IRVE-T1,YR_IRVE-T1	FALSE	FALSE	Tycheposon
MIT0912_1	1120946	1134667	eMIT0912_01362	10.2	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P,YR_IRVE-P	FALSE	FALSE	Tycheposon
150SLHA_9	2754	16608	e150SLHA_00381	10	+	tRNA-Pro(tgg)-partial	tRNA-Ala(ggc)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
150SLHA_c	1519236	1532841	e150SLHA_02241	10	+	tRNA-Pro(tgg)-partial	tRNA-Gly(tcc)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
150SLHB_14	1391	15245	e150SLHB_00630	10	+	tRNA-Pro(tgg)-partial	tRNA-Ala(ggc)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-311-D23_c	1005337	1016126	eAG-311-D23_01267	10	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-311-J23_c	398458	406798	eAG-311-J23_01383	10	-	tRNA-Thr(ggt)-full	tRNA-Tyr(gta)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-315-I14_c	434266	441306	eAG-315-I14_00705	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-321-D23_c	351596	375530	eAG-321-D23_00599	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-partial	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-331-C07_c	1122840	1126646	eAG-331-C07_00538	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-341-N05_c	771783	773518	eAG-341-N05_00222	10	+	tRNA-Met(cat)-partial	tRNA-Met(cat)-full	YR_IRVE-M	YR_IRVE-M	FALSE	FALSE	Tycheposon
AG-347-I21_c	1046636	1056939	eAG-347-I21_01825	10	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-347-I21_c	1056877	1059107	eAG-347-I21_01647	10	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-347-J19_c	338017	359445	eAG-347-J19_01592	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-347-L19_c	355510	365392	eAG-347-L19_01200	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-347-L20_c	620087	627939	eAG-347-L20_00444	10	+	tRNA-Ser(tga)-full	tRNA-Ser(tga)-partial	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-347-L21_c	345818	367680	eAG-347-L21_00976	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-355-A18_c	1050506	1068607	eAG-355-A18_00881	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-355-I20_c	1185049	1209027	eAG-355-I20_00922	10	-	tRNA-Ala(ggc)-full	tRNA-Ala(ggc)-partial	YR_IRVE-A	YR_IRVE-A	FALSE	FALSE	Tycheposon
AG-355-J04_29	1929	7725	eAG-355-J04_01188	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-355-J09_c	596044	605275	eAG-355-J09_00475	10	+	tRNA-Ser(tga)-full	tRNA-Ser(tga)-partial	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-355-J17_c	339595	358174	eAG-355-J17_00263	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-355-J23_c	1012999	1027704	eAG-355-J23_00002	10	-	tRNA-Pro(tgg)-partial	tRNA-Lys(ttt)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-355-L02_c	387702	408551	eAG-355-L02_00668	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-355-M02_c	339647	355751	eAG-355-M02_00612	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-355-N18_c	1087149	1090061	eAG-355-N18_01775	10	-	tRNA-Ala(ggc)-partial	tRNA-Ala(ggc)-full	YR_IRVE-A	YR_IRVE-A	FALSE	FALSE	Tycheposon
AG-355-N21_c	346308	363822	eAG-355-N21_00067	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-363-A15_c	1417113	1426345	eAG-363-A15_00755	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-363-B18_20	106	2342	eAG-363-B18_01774	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-363-B19_c	1172255	1183374	eAG-363-B19_00342	10	-	tRNA-Ala(ggc)-partial	tRNA-Ala(ggc)-full	YR_IRVE-A	YR_IRVE-A	FALSE	FALSE	Tycheposon
AG-363-G03_c	707294	710942	eAG-363-G03_00079	10	-	tRNA-Ser(tga)-partial	tRNA-Ser(tga)-full	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-363-G03_c	1135557	1158159	eAG-363-G03_01108	10	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-363-G03_c	1887329	1904445	eAG-363-G03_00204	10	-	tRNA-Ala(ggc)-full	tRNA-Arg(cct)-full	YR_IRVE-A	YR_IRVE-A	FALSE	FALSE	Tycheposon
AG-363-I21_c	367677	375403	eAG-363-I21_00620	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
